Sample_ID,Easting,Northing,Na2O_%,MgO_%,Al2O3_%,SiO2_%,P2O5_%,S_mgkg,Cl_mgkg,K2O_%,CaO_%,TiO2_%,MnO_%,Fe2O3_%,Sc_mgkg,V_mgkg,Cr_mgkg,Co_mgkg,Ni_mgkg,Cu_mgkg,Zn_mgkg,Ga_mgkg,Ge_mgkg,As_mgkg,Se_mgkg,Br_mgkg,Rb_mgkg,Sr_mgkg,Y_mgkg,Zr_mgkg,Nb_mgkg,Mo_mgkg,Nd_mgkg,Sm_mgkg,Yb_mgkg,Hf_mgkg,Ta_mgkg,W_mgkg,Tl_mgkg,Pb_mgkg,Bi_mgkg,Th_mgkg,U_mgkg,Ag_mgkg,Cd_mgkg,In_mgkg,Sn_mgkg,Sb_mgkg,Te_mgkg,I_mgkg,Cs_mgkg,Ba_mgkg,La_mgkg,Ce_mgkg,Au_ugkg,Pd_ugkg,Pt_ugkg
595406C,290479,156776,1.3,1.5,14.9,56,0.14,500,100,2.54,0.73,0.999,0.17,4.31,12.3,70.8,50.9,9.7,16.1,15.7,72.8,16.2,1.4,16.6,0.8,19.8,96.7,102.1,22.4,201.1,17.4,0.6,23.8,1.5,1.9,4.9,2.3,4.9,0.5,24.1,0.3,10.3,2.3,0.1,0.25,0.25,14.6,0.3,0.25,5.5,7,374,36,61,3.41,0.81,0.99
595407C,304434,153995,1,1.4,19.6,62,0.16,500,100,2.88,0.25,0.963,0.547,7.13,15.5,106.5,105.4,37.3,55.9,30.2,126.5,20.6,1.6,19.5,0.5,9.4,122.1,103.9,31,239.8,15.8,1.1,39.2,5.6,3.1,5.4,0.5,3.1,0.25,31.6,0.8,10.9,2.7,0.25,0.25,0.25,3.3,2.1,0.25,4.7,15,535,49,97,4.46,1.26,1.5
595408C,303624,141997,0.7,1.5,14.9,56,0.28,2,100,2.28,0.5,0.926,1.137,5.96,12.4,98.8,91.8,42.8,54.9,22.9,155.3,16.7,1,26.1,0.7,10.6,90.1,86.9,32.2,325.2,14.4,1.1,36.8,4.7,4.4,8.2,0.2,2.9,0.1,25.2,0.5,8.8,2.9,0.6,0.5,0.25,3.1,1.4,0.25,7,6,600,40,75,4.22,1.13,1.57
595409C,296498,132681,0.9,1.9,19.4,61,0.15,500,100,2.98,0.44,1.083,0.191,6.63,15.9,119.8,103.3,25.9,42.4,33.4,118.4,21.2,1.7,19.1,0.4,5.6,115.3,98.5,37,317.7,16.9,1.6,38.7,9.4,4.1,7.9,1.7,4.8,0.25,33.8,0.9,10.2,3.2,0.4,0.3,0.25,4.1,2.2,0.25,2.8,4,556,48,86,0.5,0.25,0.25
595411C,294260,135362,0.8,1.4,16,54,0.3,18,100,2.66,0.49,0.855,0.482,5.7,14.2,92.2,67.7,37.3,43.3,21.8,163.4,17.8,1.2,22.1,0.9,21.2,124,85.3,23.9,176.4,13.7,1,26.6,3.5,2.9,3.5,0.1,2.8,1.1,41.6,0.15,8.5,2.6,0.3,0.4,0.25,5.4,0.7,0.25,10.7,9,407,36,66,2.58,0.76,0.65
595413C,300242,137948,0.7,1.8,13.6,64,0.21,500,100,2.26,0.83,0.865,0.538,5.89,14.1,92.7,115.8,29,39.7,23.4,79,14.2,1.5,23.4,0.4,6.4,82,87.7,28.7,577.1,13.7,1.1,27.2,6.9,2.5,15.2,0.4,2.8,0.1,27.8,0.9,9.8,2.5,0.1,0.3,0.25,3.7,1,0.25,3.4,4,430,36,76,3.25,0.79,0.76
595414C,301660,158585,1.1,2,21.6,62,0.07,500,100,3.27,0.14,0.899,0.237,6.76,15.3,104.1,83.1,19.8,39.5,17.6,103,22.9,2,5.2,0.4,7,138.4,129.5,30.3,183.5,15.8,0.5,37.2,3.8,1.7,5.3,0.5,3.1,0.6,17.9,0.7,10.4,2.5,0.6,0.2,0.25,3.4,1.3,0.25,2,5,591,53,98,4.11,1.51,1.08
595415C,298582,134405,0.7,1.6,18.4,51,0.29,8,100,2.93,0.35,1.026,0.489,6.91,13.9,104.8,80.5,26.3,44.9,28.6,140.5,20.6,1.7,33.8,1.2,19.8,119.8,84.2,31.4,164.5,16.5,1.5,29.7,4.8,2.5,4.3,0.9,7,0.2,27.4,0.4,9.6,3.2,0.2,0.7,0.25,6.1,0.2,0.25,11.2,6,455,40,65,0.5,0.25,0.25
595416C,303290,136971,0.6,1.7,15.1,57,0.24,500,100,2.47,1.05,0.851,0.716,6.86,12.5,112.2,96.8,38.1,47.2,32.3,100.6,15.6,1,35.7,0.7,8.5,94.6,99.6,30.3,343.4,13.7,1.3,34.9,4.2,2.7,8.8,0.5,2.7,0.1,31.2,0.7,10.1,2.1,0.3,0.3,0.25,3.1,1.5,0.25,6.1,4,500,40,86,2.94,0.92,0.91
595418C,285118,144719,0.7,1.4,9.9,73,0.17,500,100,1.86,0.54,0.689,0.164,3.34,8.9,54.2,111.6,10.9,20.5,11.8,50.5,8.7,0.8,9.8,0.2,4,61.1,69,20.7,872,11.9,0.6,21.3,4.2,1,20.7,1.1,2.7,0.25,16,0.5,8.5,2.4,0.25,0.25,0.25,6.1,1,0.25,2.1,2,277,28,55,4.01,1.19,0.9
595419C,284786,146176,1.6,0.9,14,54,0.2,42,100,3.16,0.6,0.624,0.107,3.17,6.4,52.2,41.1,11.8,14.9,13.2,68.7,16.1,1.8,12.8,1.4,38.6,163.5,90.7,22.5,175.8,11.1,0.7,30.1,5.3,1.9,4.3,2.1,2.6,0.8,36.8,0.3,11.4,8.5,0.3,0.25,0.25,11.2,0.25,0.25,6.8,10,334,41,66,2.14,0.78,0.65
595420C,297975,135411,0.7,2.5,14.2,62,0.15,500,100,2.56,1.75,0.808,0.149,5.09,12.2,89,97.6,17.4,37.5,19.2,82.5,14.6,1.2,13.7,0.3,4.1,94.1,95.2,32.9,530.5,14.6,0.3,33,6.2,3.1,13.5,1,3.1,0.3,21.9,0.9,9.4,2.9,0.25,0.2,0.25,7.2,0.6,0.25,1.8,4,361,40,71,2.42,0.84,0.67
595421C,289308,149390,0.9,2,18.7,58,0.15,500,100,2.71,0.38,1.395,0.232,6.7,16.3,111.6,87.7,24.7,34.1,28.2,97.8,20.6,1.3,30.7,0.6,9.1,111.2,85.7,30.5,202.9,21.3,1.2,38.7,3.4,1.8,5.9,0.6,6.5,0.25,25.7,0.7,10.5,2.7,0.25,0.25,0.25,11,0.4,0.25,5,6,415,50,91,2.78,0.96,0.82
595422C,297920,137534,0.8,1.5,11.7,57,0.36,287,100,1.95,0.85,0.721,0.479,4.47,11.4,75.2,81.8,27.1,32.4,21.8,139.5,13,0.9,16.3,1.3,30.4,72.9,87.1,24.4,395.7,11.5,0.8,25.5,1.9,2.6,11,0.3,2,0.25,28.6,1,6.8,2.4,0.25,0.3,0.25,4.7,0.9,0.3,12.8,4,354,28,53,3.4,1,1
595423C,297719,152987,0.7,1.4,17.1,56,0.23,106,100,2.66,0.4,0.926,0.263,5.96,13.1,98.7,73.9,37.5,37,22.5,144.3,20,1.6,29.9,1.2,19.5,113.4,99.5,30.7,206.3,14.6,0.8,41.1,6.9,3.5,5.3,1.1,4.9,0.3,28.8,0.6,9.2,2.6,0.25,0.8,0.25,4.3,0.7,0.25,8,5,426,52,87,4.43,0.76,0.67
595424C,296269,142472,1.4,1.4,15.1,64,0.24,500,100,2.25,0.69,1.35,0.283,5.57,14,95.5,70.1,27.3,35.4,19.8,96.6,15.8,1,11.6,0.2,3.2,89.1,103,29.6,316,15.7,0.9,30.8,6.1,2.4,7.9,0.8,2.6,0.5,19.2,0.3,9.1,2.5,0.25,0.6,0.25,3.1,1.1,0.25,1.2,4,447,40,81,3.8,1.18,1.1
595426C,284435,141012,0.9,1.4,19.2,56,0.21,500,100,3.07,0.36,0.956,0.309,6.41,13,103,78.1,20.8,36.1,25.4,112.6,21.6,1.7,27.7,0.9,9.5,137.9,94.3,27.6,172.5,16.2,1,35.1,6,3.9,5.3,0.5,3.5,0.25,28,0.9,9.9,3.1,0.3,0.1,0.25,5.8,0.2,0.25,4.5,8,461,43,74,8.38,0.99,0.85
595428C,290414,141708,0.8,1,16.1,60,0.15,500,100,2.47,0.26,0.876,0.428,5.36,12.4,80.3,68.3,18.8,43,14.3,118.8,15.9,1.5,16.1,0.4,18.8,107.5,84.5,26.6,220.3,14,0.8,45.6,4.4,2.2,5.2,1,3,0.3,63.4,0.3,9.5,2.3,0.1,0.25,0.25,12.6,1.4,0.25,9.8,12,392,54,107,51.06,0.73,0.64
595429C,290403,147435,1,1.6,22.4,58,0.18,500,100,3.3,0.18,1.053,0.439,7.23,18.6,118.6,92,32.2,51.3,34.5,151,25.5,1.7,21.3,0.4,11,145.9,120.2,35.6,188.5,17.6,1.6,47.1,5.9,3.6,5.7,0.5,4.6,0.1,40.6,0.4,12.7,3,0.5,0.3,0.25,5.9,1.8,0.25,5.9,9,613,65,121,14.62,16.29,4.35
595430C,295403,154851,1,1.7,20.6,55,0.32,83,100,2.99,0.4,0.932,0.32,7.31,16.5,107.5,89,23.4,45,35.7,153.9,23.1,1.5,15.9,1.5,13.6,132.7,120.5,30.3,175.2,15.5,1,34.8,5.3,3.9,5.4,1.2,8.3,0.1,28.5,0.2,10.7,3.1,0.5,0.25,0.25,9.4,1.2,0.25,6.8,6,570,51,94,610.66,1.01,1.36
595431C,308275,163292,0.7,1.8,18.9,61,0.15,500,100,2.84,0.48,1.294,0.215,7.05,18.4,149.2,150.8,19.7,39.2,24.3,119.1,21.8,1.4,28,0.6,10.1,113.6,89.7,34.4,269.2,17.5,2.3,43.4,7.5,2.8,4.7,0.8,3.8,0.1,26.6,0.9,11.5,3.4,0.5,0.4,0.25,3.3,0.7,0.25,4,5,433,59,103,4.59,1.13,0.81
595432C,302496,136360,1.1,1.3,10.9,78,0.16,500,100,1.79,0.73,1.002,0.162,4.4,8.4,75.2,133.1,16.1,25.3,16.3,60.2,11.2,0.8,14.9,0.5,6.2,66.2,88.7,29.5,982.6,16.3,0.3,32.8,4.6,3.8,24.9,0.2,3.2,0.2,22.4,0.5,10,3.1,0.25,0.25,0.25,6.7,1.2,0.3,3.7,2,334,36,70,,,
595433C,290357,143188,1.1,1.2,16,56,0.21,15,100,2.86,0.4,0.848,0.216,4.85,11.8,75.3,66.5,17,22.9,24.7,102.9,18.1,1.2,20.4,1.1,25.8,138.6,86.8,22.3,153.8,14.4,1,32,3.9,2.5,3.9,1.6,3.9,0.4,37.8,0.7,10.1,3.5,0.2,0.1,0.25,20.9,0.8,0.25,9.2,10,387,42,74,2.87,0.78,0.68
595434C,291538,150562,0.9,1.4,18.5,55,0.2,500,100,2.9,0.4,0.869,0.25,6.15,13.6,96.2,75.6,19.9,31.6,24.1,103.9,21.7,1.6,33.7,0.8,21.6,131.2,104.4,30.2,198.3,15,0.9,37.2,4.6,4,5.2,1.5,6.7,0.3,32.6,0.6,10.5,3.3,0.25,0.25,0.25,8,0.6,0.25,8.9,8,465,50,90,3.85,0.87,0.7
595436C,285521,147354,1.1,1.4,16.6,52,0.15,40,100,2.67,0.57,0.92,0.147,4.72,12.9,84.1,57,20.2,27.3,24.7,93.5,19,1.2,33.1,1.5,35.1,117.8,95.3,29.9,169.9,14.8,0.8,39.9,6,3.5,4.5,1.1,16.2,0.5,29.7,0.6,10.4,3.6,0.3,0.2,0.25,4.9,0.2,0.25,7.2,9,384,50,77,5.92,1.16,1.12
595437C,298558,157961,0.7,1.8,20.4,59,0.16,500,100,3.19,0.2,0.924,0.592,7.87,17.3,123.8,87.3,82.5,55,26.5,158.2,21.4,2,47.5,0.7,6.7,134,104,29.9,210.7,15.6,1.6,43.4,5.5,3,5,1,3,0.4,27,1.3,11.9,2.8,0.2,0.6,0.25,4.6,0.8,0.25,4.7,6,533,59,109,3.47,1.07,0.82
595438C,292350,151717,0.9,1.7,18.6,60,0.13,500,100,2.85,0.33,1.14,0.273,6.34,14.4,98.4,74,24.1,31.6,21.1,101.1,20.3,1.8,25.9,0.5,9.4,118.8,92.5,27.8,177.3,19.1,1.2,34.4,3,3.1,4.6,1.6,7.3,0.4,23.9,0.5,9.7,2.3,0.25,0.5,0.25,15,0.5,0.1,4.9,7,448,45,79,2.6,0.75,0.72
595439C,320313,164083,0.7,1.4,11.4,67,0.17,500,100,2.03,0.61,0.762,0.173,4.22,8.8,77.6,89.1,15.4,26.7,14.6,65.8,11.5,0.8,14.2,0.3,8,75.9,75.1,22.4,491.9,12.5,0.6,23.8,4,1.6,11.8,0.7,1.9,0.25,24.3,0.5,7.5,2.4,0.25,0.2,0.25,3.1,1.1,0.25,3.5,3,339,27,54,7.81,0.72,0.63
595440C,320815,166503,0.9,1.4,16.2,57,0.33,500,100,2.31,0.49,0.916,0.736,7.19,16.1,98.1,93.2,29.6,42.6,24.6,133.6,18.3,1.7,26,0.6,13.3,97.4,88.7,28.4,301.6,14.4,1.1,28,5.1,3.5,8.5,0.3,2.7,0.1,29.3,0.7,8.9,2.4,0.2,0.2,0.25,6.7,1.1,0.25,9.1,11,427,38,76,0.5,0.25,0.25
595441C,299023,159955,0.7,1.9,19.6,61,0.18,500,100,2.85,0.27,1.057,0.255,6.94,20.9,119,85.8,19.9,38.1,27.6,110.2,21.5,1.8,43.9,0.5,5.4,123.2,94.9,28.2,241.3,15.8,1.1,32.8,6.1,2.4,6.4,0.1,3.8,0.4,29.8,0.5,11,2.5,0.5,0.2,0.25,4,0.3,0.25,2,5,438,44,78,6.55,0.9,0.78
595443C,294288,152611,0.9,1.6,18.2,58,0.15,500,100,2.81,0.37,0.979,0.256,6.05,15.2,97.6,71.1,22.7,31.8,21.1,110.7,19.7,1.4,25.1,0.7,17,118.2,94.2,27.3,160.5,15.6,1.1,34.5,6.6,1.5,4,1.4,4.7,0.5,25.6,0.5,8.6,2.9,0.3,0.25,0.1,3.8,0.6,0.25,6.8,7,440,40,68,3.75,0.82,0.66
595444C,298450,154996,0.8,1.6,18.2,59,0.2,500,100,2.78,0.33,0.928,0.312,6.35,17.4,100.1,81.6,27.3,37.3,21.5,114.3,19.7,1.3,27,1,18.9,119.8,102,29.9,215.5,14.9,0.8,37.8,4.9,2.7,5.4,1,3.8,0.2,26.2,0.7,9.9,2.9,0.25,0.1,0.25,4.8,0.6,0.1,7.1,5,453,52,91,9.42,0.92,0.63
595446C,286446,145019,1.5,1.4,17.1,61,0.12,500,100,3.11,0.42,0.896,0.181,4.57,11.1,77.6,58.5,13.9,20.4,17.3,104.1,18.4,1.4,21.2,0.4,10,148.6,91.7,19.4,150.1,14.7,0.8,29,6.3,2.1,4,1.8,5.5,0.4,50.5,0.7,12.5,3.1,0.25,0.25,0.25,14.8,0.7,0.25,2.8,10,403,46,83,0.5,0.25,0.25
595447C,308889,160483,1,2.4,16.8,58,0.18,500,100,2.54,0.82,1.567,0.333,7.37,17.9,139.3,502,26.1,53.5,32.7,101.5,19.3,1.6,32.8,0.7,12,97.9,95.8,37.1,370.3,18.2,1.3,38.5,8.2,3.9,9.6,0.5,4.9,0.5,20.7,0.8,10.6,3.5,0.2,0.3,0.25,3.9,0.7,0.25,4.9,4,380,55,102,0.5,0.25,0.73
595448C,298166,157932,0.7,1.7,18.3,61,0.15,500,100,2.79,0.3,1.126,0.325,6.3,15.8,106.8,82.7,18.2,35.1,23.6,107.4,20.4,1.8,22.2,0.6,12.7,115.4,96.5,30.4,391.4,16.8,0.8,45,5.3,2.1,9.6,0.5,4.5,0.5,25.2,0.7,11.6,3.2,0.2,0.25,0.25,10.8,0.2,0.25,5.3,5,432,60,111,12.09,0.74,1.1
595449C,299207,142999,0.5,3,19.2,54,0.18,500,100,3.26,1.02,0.984,0.276,8.44,18.5,150.3,117.4,32.1,65,32.7,115.6,21.7,1.4,29.2,0.3,3.8,136,103.9,31.8,244.8,16,1.2,41.2,8.8,4.6,5.9,0.5,2.8,0.25,33.1,0.5,11.6,2.7,0.25,0.1,0.25,3.5,1.3,0.25,1.9,8,470,52,102,3.35,0.86,1.2
595450C,312163,162249,1.5,2.1,16.2,57,0.22,500,100,2.34,1.19,1.559,0.549,6.88,15.2,116.6,93.1,27.4,34.8,18.2,103.6,18.8,1.1,22.1,0.7,11.6,87.1,83.1,46.8,574.6,21.9,0.9,37.4,9.3,4.5,15.2,1.3,5.9,0.25,19.3,1,13.8,4.8,0.25,0.1,0.25,6,0.5,0.2,5,2,346,52,97,2.45,0.51,0.96
595451C,290323,147647,0.9,1.7,21.8,57,0.17,500,100,3.19,0.21,1.022,0.373,7.45,16,116,89.6,28.3,45.2,25.9,126.6,25,1.4,25.5,0.6,13.4,140.1,111.4,33.3,182.4,17,0.8,40,9.3,2.2,5.6,0.8,3.9,0.2,27.5,0.6,11.9,3,0.4,0.25,0.25,7.3,1.2,0.25,5.6,8,576,55,99,557.03,0.87,1.02
595452C,302866,145706,0.7,2.9,18.2,61,0.37,500,100,3.06,0.48,1.163,0.227,7.31,21.7,148.9,92.5,25.3,36.7,29.5,117.6,20.2,1.4,13.1,1,11.2,110,67,34.7,258.9,17.4,2.4,34.6,7.4,4.1,6.9,0.6,2.7,0.25,22.4,0.8,9.2,3,1.1,0.4,0.25,3.2,1.3,0.25,9.9,6,911,36,71,2.76,0.83,0.93
595453C,299855,143516,0.8,1.9,15.1,57,0.38,214,100,2.18,0.72,1.089,0.516,6.96,15.7,120.1,106.6,40,52.3,30.9,162.1,17.2,0.4,24.1,0.9,23.2,83.1,94.5,32.7,273.3,16.9,2.2,35.8,6.2,3.2,6.9,0.6,2.8,0.2,29.8,0.2,7.6,3.4,1.1,0.6,0.25,4.5,1.6,0.25,10.8,5,756,36,72,5.76,0.78,1.19
595454C,312159,161013,1.8,1.9,15.4,60,0.16,500,100,2.15,1.21,1.27,0.29,5.84,15.6,101.3,79.5,21.2,32.6,17.2,95.3,17.6,1.2,16.8,0.4,7.3,78.1,84.3,41.4,402.6,18.9,0.9,33.7,7,4.9,10.6,1.3,5.1,0.3,18.5,0.8,11.5,4,0.25,0.6,0.25,4.8,0.3,0.4,2.9,3,291,44,82,3.34,0.25,0.65
595455C,301744,142011,0.5,2.1,13.8,57,0.29,500,100,2.44,0.94,0.779,0.448,6.9,12.9,106.2,141,26.3,46.7,23.4,96.6,15.4,0.4,33.8,0.8,10.4,91.1,86.9,29,734.2,13.9,0.6,30.8,2.5,4.4,16.7,0.9,2.9,0.25,28.7,0.3,11,2,0.25,0.3,0.25,7.2,0.8,0.3,7.5,5,419,37,74,8.3,0.52,0.75
595457C,299895,145438,0.8,1.7,18.1,59,0.18,500,100,2.73,0.38,0.969,0.394,7.65,16.4,113,90.8,34.2,49.4,28.4,116.1,19.2,1.3,25,0.7,8.7,112.4,90.9,32.3,256.8,15.2,1,35.9,7.5,2.7,5.8,0.8,3.8,0.6,32.6,0.7,10.5,2.8,0.4,0.2,0.25,3,1.5,0.25,4.1,5,485,45,89,6.59,0.76,1.04
595458C,315207,161954,0.9,1.2,15.4,59,0.25,500,100,2.29,0.43,0.985,0.348,5.92,12.2,92.2,86.5,23.4,35.8,23.7,111.8,16.7,0.9,19.9,0.5,14.2,92.5,84.3,27.2,325.4,14.7,0.5,29.5,6,2,8,0.2,2.6,0.1,28.9,1,8.7,2.4,0.25,0.2,0.25,3.3,1.5,0.25,6.9,13,379,36,70,3.73,0.25,0.64
595460C,304318,155625,1.1,1.7,20.3,60,0.19,500,100,2.88,0.21,0.951,0.488,7.43,15.7,109.8,96,29.9,48.9,22.6,112.3,23.4,1.8,8.5,0.8,10.8,125.5,118.3,31.6,226,16.5,1,38.7,4.9,3.5,5.3,1.5,3.2,0.25,24.4,0.6,12.1,3,0.5,0.25,0.25,4.1,1.3,0.25,5.8,6,557,57,111,424.26,1.44,1.08
595461C,302408,159364,0.7,1.7,20.9,57,0.19,500,100,3.35,0.24,0.939,0.4,6.66,15.6,105.1,87,31,45.6,29.8,138.8,22.6,2.1,15.9,1,10.8,140,110.8,35.5,206.7,16.1,1.1,40.6,7,2.7,5.6,1.1,3.4,0.5,27.6,0.9,12.3,3.4,0.4,0.3,0.25,3.8,0.9,0.2,5.3,6,591,58,103,6.8,4.58,1.57
595463C,294288,136185,0.8,1.8,17.2,60,0.24,500,100,2.57,0.44,1.139,0.472,6.89,13.6,113.4,94.7,42.6,53.8,27.1,143.7,18.7,1.7,17.8,0.5,9.2,107.7,90.9,30.3,228.3,14.7,1.5,35.6,6.2,3.4,5.8,1,2.8,0.25,26.8,0.7,10.2,2.8,0.2,0.1,0.25,4.5,1.6,0.25,4.8,4,495,46,91,2.82,0.71,0.77
595464C,308434,161062,1.1,2.4,16.1,61,0.18,500,100,2.32,0.93,1.711,0.291,6.84,16.8,132.9,504,24.1,48.4,27.5,98,17.6,0.9,29.9,0.5,11.2,88.2,97.4,36.1,400.4,19.3,1.4,42.3,6.2,2.4,9.7,1.1,4.9,0.2,21.4,0.8,10.4,3.6,0.25,0.1,0.25,3.5,0.8,0.1,4,3,344,57,108,2.89,0.66,0.9
595465C,298152,144607,1.1,1.7,14.9,56,0.33,56,100,2.51,0.69,1.221,0.648,7.14,12.9,104.8,78.6,43.5,44.3,22.4,132.3,18.6,1.3,34.5,1,14.3,104.8,94.8,42.9,453.1,18.7,1.7,47.7,8.3,6,11.4,2,5.7,0.25,26.1,0.2,13.2,4.3,0.25,0.5,0.25,23,1.3,0.25,8.5,5,599,61,122,43.64,0.25,0.55
595466C,296984,147889,0.9,1.7,19.2,59,0.13,500,100,2.93,0.36,0.965,0.422,6.98,16.3,101.2,80.9,25.9,39.1,21.8,107.6,21,1.5,20.6,0.7,13.1,128,99.1,28.6,231.9,15.7,0.9,42.5,5.7,2.5,4.1,1.3,7,0.25,26.4,0.6,11.1,2.9,0.5,0.25,0.25,9.5,1,0.25,8,7,487,58,110,15.86,0.56,0.53
595467C,295426,152538,0.8,1.6,19.6,59,0.14,500,100,2.98,0.32,0.944,0.513,7.13,15.1,109.8,85.2,105.9,53.8,28.9,179.3,22.6,1.5,43.1,0.9,10.5,128.5,107.6,33.9,234.4,15.7,1.3,48.9,10.1,3.2,5.6,0.9,5.4,0.3,27.6,0.6,10.8,3,0.1,1.2,0.1,8.8,0.8,0.25,6.5,6,495,69,119,84.64,0.66,0.51
595468C,293909,135652,0.8,1.5,16.5,58,0.24,500,100,2.45,0.46,1.217,0.614,6.98,12.7,109.1,85.4,47.6,47.7,34.4,354.9,18,1.5,17.3,0.7,14.8,102.3,90.2,29.5,226.2,15.8,1.1,39.5,6.4,1.5,5.2,1.6,3.4,0.9,738.1,0.4,9.4,1,0.4,0.3,0.25,14.9,1.9,0.25,8.5,6,433,49,98,4.32,0.64,0.73
595470C,311859,162342,1,1.7,21,59,0.14,500,100,3,0.43,1.231,0.473,7.75,19.2,123.8,142.6,28.3,49.4,27.2,138.1,24.4,1.5,30.6,0.4,8.5,127.5,113,33.4,275.6,17.3,1.1,45.6,4.3,4.6,7.7,0.9,3.3,0.25,30.9,1.2,12.1,3.1,0.1,0.4,0.25,3.6,1.2,0.25,4.6,7,535,57,104,5.83,0.66,0.56
595471C,293999,146762,0.8,1.5,18.7,61,0.12,500,100,2.81,0.22,0.861,0.218,6.33,14.8,92.3,75.2,19.5,36.4,20.2,98,20.3,1.3,13.9,0.6,9,119.9,94,27.8,211.1,14,0.7,45.8,7.9,3.4,5.3,1.5,5.2,0.25,24.2,0.4,10.5,2.4,0.2,0.25,0.25,6.4,0.5,0.25,3.4,5,456,66,127,2.08,0.25,0.25
595472C,312870,163123,1.7,2.6,17.8,65,0.13,500,100,2.43,1.16,1.625,0.363,7.72,17.4,126.7,98.9,24.1,36.4,16.8,96.7,20.6,1.2,21.7,0.3,6,93.5,81.8,47.3,545.6,21.9,1,41.9,8.6,4.1,13.5,0.6,5.1,0.7,17.3,0.5,14.1,4.3,0.25,0.25,0.25,6.3,0.3,0.3,2.9,3,363,54,100,,,
595473C,283000,142730,0.9,2.4,18.1,54,0.12,500,100,2.85,0.78,1.066,0.243,6.54,14.5,103.5,82.5,21.1,35.4,27.6,93.8,19.5,1.9,31.3,0.3,8.1,135,82.1,23.2,164.3,15.4,1,28.2,5,2.1,3.4,0.9,3.3,0.25,25.6,0.6,8.7,3,0.25,0.25,0.25,4.5,0.1,0.25,2.3,10,373,36,66,2.28,0.69,0.65
595475C,320241,169138,0.8,1.4,16.3,60,0.32,99,100,2.4,0.36,0.91,0.223,6.83,14.8,103.6,79.4,24.1,38.1,22.8,134.6,18.8,1,24.1,0.6,11.3,100.4,83.7,31.2,245.5,14,0.8,34.7,8.2,0.2,5.8,1.1,4.1,0.2,37.2,0.9,9.1,2.9,0.2,0.3,0.25,6.3,1.5,0.1,4.9,10,400,42,80,4.68,0.25,0.25
595476C,290055,155676,0.9,1.2,14.9,54,0.26,12,100,2.47,0.63,0.893,0.125,4.55,10.7,79.5,57.5,10.8,16.9,17.6,77.9,16.9,1.3,22.8,0.9,21.3,106.9,87.1,21.7,208.7,15.2,0.9,25,3.5,2.3,6.1,1.8,4.4,0.7,29.5,0.8,7.8,2.8,0.2,0.25,0.25,8,0.5,0.25,7.3,7,361,30,49,3.18,0.25,0.25
595477C,296846,149837,0.9,1.5,17.7,61,0.18,500,100,2.76,0.48,1.141,0.379,6.13,16.5,96.8,80.3,47.8,38.3,24.4,160.5,20.1,1.5,25.2,0.7,13.4,117,102.1,31.4,341.1,16.9,1,55.7,7.8,3.2,9,1,6.1,0.4,28.6,0.8,12.6,3.7,0.25,0.8,0.25,12.2,0.6,0.25,6.4,5,425,76,145,138.96,0.54,0.25
595478C,303195,149749,0.9,1.7,17.8,55,0.27,38,100,2.57,0.57,1,0.556,7.52,14.8,120,98.9,33,45.9,23.7,187.1,19.5,2,32.6,1,20.1,106.4,88,36.3,239.7,16.3,1.4,39.6,3.8,2.7,6.3,1,3.6,0.25,34.6,0.9,10.5,3.5,0.4,0.3,0.25,4.6,1.1,0.25,10.4,11,459,45,87,7.12,0.25,0.5
595479C,302241,148483,1.1,1.7,16.5,59,0.22,500,100,2.34,0.65,1.041,0.39,6.65,15.2,104.9,101.5,28.4,39.3,20.5,159.9,18.8,1.7,23.8,0.6,14,93.2,88.2,35.2,267.1,15.4,1,32.8,5.1,3,7,0.5,3.1,0.2,29.5,0.3,9.4,2.7,0.1,0.25,0.25,6.8,1.4,0.25,7.2,8,406,43,81,4.03,0.25,0.25
595480C,283569,144355,0.7,1.4,15.4,51,0.22,89,100,2.35,0.5,1.024,0.171,5.23,11.8,84.3,64.5,18.6,28.6,28.5,101.6,15.8,1.2,40.9,1.2,38.8,100.1,76.3,31.4,175.8,14.9,1.2,33.6,6.5,2,4.5,0.8,6.5,0.6,30.2,0.9,7.5,3.1,0.4,0.2,0.25,4.6,0.3,0.25,12.2,7,339,35,55,1.66,0.25,0.25
595481C,315386,162264,1,1.5,17.5,56,0.23,500,100,2.5,0.69,1.372,0.498,7.1,18.8,114,113.5,29.5,46.3,31.2,141.1,19.5,1.5,24.5,0.5,16.9,100.3,97,36.3,445.5,19.4,0.9,38.9,7.8,2.9,10.6,0.7,3.5,0.25,31.6,0.7,10.5,3.1,0.3,0.25,0.25,3.5,1.5,0.25,7.6,10,443,47,87,15.5,0.55,0.25
595482C,296673,138833,0.8,1.3,15.7,50,0.34,175,100,2.61,0.59,0.897,0.413,5.85,14.1,87.2,99.2,23.6,34.5,27.5,151,18,1.4,23.7,1.8,39.2,122.2,91.1,27.1,198.8,15.1,1,37.6,5.4,1.7,4.7,3.5,6.3,0.4,49.3,0.6,10.5,3.5,0.25,0.4,0.25,29.3,0.8,0.25,16.4,9,418,46,85,333.03,0.25,0.25
