Sample_ID,Easting,Northing,Na2O_%,MgO_%,Al2O3_%,SiO2_%,P2O5_%,S_mgkg,Cl_mgkg,K2O_%,CaO_%,TiO2_%,MnO_%,Fe2O3_%,Sc_mgkg,V_mgkg,Cr_mgkg,Co_mgkg,Ni_mgkg,Cu_mgkg,Zn_mgkg,Ga_mgkg,Ge_mgkg,As_mgkg,Se_mgkg,Br_mgkg,Rb_mgkg,Sr_mgkg,Y_mgkg,Zr_mgkg,Nb_mgkg,Mo_mgkg,Nd_mgkg,Sm_mgkg,Yb_mgkg,Hf_mgkg,Ta_mgkg,W_mgkg,Tl_mgkg,Pb_mgkg,Bi_mgkg,Th_mgkg,U_mgkg,Ag_mgkg,Cd_mgkg,In_mgkg,Sn_mgkg,Sb_mgkg,Te_mgkg,I_mgkg,Cs_mgkg,Ba_mgkg,La_mgkg,Ce_mgkg,Au_ugkg,Pd_ugkg,Pt_ugkg
584729C,212373,421985,1.1,2.7,14.3,46,0.25,28,100,2.66,0.83,0.714,1.281,10.13,13.9,92.7,60.6,49,36.9,33.6,163.3,18.5,0.3,32.8,1,21.2,93.1,135.2,33,283,13.5,2,42,5.4,2.4,7.2,0.3,2.1,0.25,28.6,0.9,10.2,3.5,0.6,0.6,0.25,3.3,0.6,0.25,10.7,2,987,48,97,5.7,1.68,1.24
584730C,205029,425161,1.8,1.5,10.3,35,0.21,500,107,2.51,1.58,0.636,0.095,17.57,9.3,73.7,14.2,3.5,5.8,4.4,75,20.5,1.8,1.8,0.6,70.2,114,214.2,33.5,442.1,21.5,2.2,62.9,6.5,0.75,12.1,1.3,0.4,0.25,45.6,1.2,17.2,4.1,0.3,0.25,0.25,9.9,0.4,0.2,6.1,2,708,68,124,1.02,0.25,0.42
584731C,232726,441946,1,2.8,12.3,42,0.3,993,24,2.59,1.64,0.922,0.302,13.43,13.5,107.8,76.4,29.7,43.7,34.8,118.3,17.5,1.5,45.4,0.7,29.2,89.3,127.6,44,452.8,17.4,1.9,51.9,6.4,0.75,11.7,1.4,2.9,0.2,23.6,1.5,10.8,7.1,0.1,0.25,0.25,1.7,1.3,0.1,7.7,2,747,60,115,2.64,1.82,1.53
584732C,238993,437712,0.9,2.5,14,48,0.17,500,18,2.71,2.08,0.961,1.224,11.57,16.2,115.1,68.2,89.9,38.9,39.5,114.4,17.9,1.6,55.9,0.5,29.5,91.1,161.8,27.4,374.4,12.8,0.9,39.6,4.5,0.75,9.4,0.8,1.8,0.3,20.5,1,8.8,3.8,0.3,0.4,0.25,1.8,0.4,0.2,11.5,2,577,44,89,1.85,2.93,1.93
584733C,223202,424649,1.5,1.7,11,75,0.22,500,100,1.84,0.73,0.852,0.381,6.26,7.7,49.5,64.1,23.8,19.7,14,81.2,11.6,0.5,13.7,0.6,13.9,62.6,121.3,29.4,917.4,13.9,1.4,36.1,6.1,3.3,23.2,1,2.8,0.1,14.7,0.7,9.4,5.4,0.25,0.3,0.25,2.2,0.25,0.1,6.9,2,422,40,73,1.8,0.75,0.72
584734C,215689,420585,1.4,3.2,13.8,54,0.39,37,100,2.81,1.44,0.928,1.18,8.52,13.2,106.2,65.7,39.7,40.6,39.9,159.5,18.1,0.7,33.3,1.1,29.8,95.7,139.5,35.8,399.7,16,1.8,45,6.2,3.6,8.7,0.5,1.4,0.25,24.6,0.9,10.9,3.5,0.25,0.6,0.25,2.3,1,0.25,15.5,2,1025,44,91,6.93,2.78,1.31
584736C,210625,424814,1.3,3.6,13.5,53,0.32,141,100,1.89,2.95,1.126,0.601,7.91,15.7,112.7,84.4,28,35.1,63.3,187.2,16.8,1.5,5.1,0.8,44,74.7,232.6,35,356.5,16.8,1.9,39.7,2.2,1.3,8.5,0.6,2,0.4,27.2,1.5,9.7,3.1,0.25,0.2,0.25,3.5,0.4,0.25,13.4,3,511,46,87,3.28,2.25,1.65
584737C,239182,437408,1.3,2.8,16,61,0.17,526,100,3.06,1.66,1.042,0.423,7.71,14.8,113.8,76.8,35.9,29.8,34.8,87.8,19.7,0.9,17.4,0.8,13.3,98,162.7,27.9,598.5,14.6,0.6,37.1,3.6,2.2,13.1,0.5,2.3,0.5,21.7,1.4,10.4,2.6,0.1,0.2,0.25,3.9,0.6,0.25,3.7,2,615,44,87,3.03,3.4,2.01
584740C,244289,438407,0.8,2.5,13.9,49,0.24,500,100,3.02,0.93,1.004,0.662,11.83,13,123.2,59.8,50.6,25.2,12.5,104.9,19.3,0.7,50.3,0.6,42.2,91.7,68.2,19.8,508.3,12.7,0.9,30.3,1.7,0.5,11.1,0.7,1.1,0.2,23.7,1.4,8.8,1.8,0.2,0.25,0.25,1.7,0.5,0.2,16.3,2,636,34,67,2.43,1.83,1.22
584741C,204395,424964,1.6,6,12.1,42,0.31,500,207,1.42,4.27,2.386,0.461,14.63,33.3,279.3,137.9,34.6,44.1,17.4,109.7,21.9,1.5,1,0.6,135.2,63.6,150.5,31.2,265.7,15.3,1.4,32.4,4.2,0.75,5.9,0.8,0.3,0.6,49.4,1.2,8.6,1.7,0.25,0.1,0.1,3.7,0.1,0.25,11.7,1,258,35,70,1.27,0.25,0.14
584742C,230456,442895,0.6,1.2,10.7,40,0.24,126,126,2.23,1.01,1.093,2.599,14.73,14.5,129.5,41.6,107.2,41,51.3,199.3,16,1.6,22.4,1.8,150.4,73.2,77.9,29.7,535,12.5,2.3,35.4,1.5,0.75,11.8,0.5,1.4,1.3,62,1.7,7.8,2.7,0.1,1.3,0.2,3.9,0.8,0.25,40.1,2,623,35,83,8.28,2.83,2.25
584743C,210318,423216,1.5,2.5,13.5,49,0.34,227,28,2.46,1.42,1.009,0.604,9.07,11.8,98.3,60.1,41.6,37.2,34.9,162.5,17,0.9,27,1.5,33.5,85.7,142.5,38.4,569.2,17.3,1.6,46.3,6.3,3.5,12.2,1,2.7,0.3,25.4,1.3,12.1,4.3,0.1,0.4,0.25,3.7,0.9,0.25,17.3,3,878,55,108,266.12,32.53,1.11
584744C,207848,426915,1.1,1.7,9.2,36,0.21,192,73,1.62,1.7,0.754,1.241,16.42,10,66.5,38.5,45.7,29.7,25.7,364.6,12.2,1,27.3,1.4,63.7,59.8,160.7,24.9,287.6,15.1,3.8,47.5,1.5,0.75,6.7,0.5,0.5,0.6,44.9,0.9,15.9,13.8,0.5,1.2,0.25,9.5,0.5,0.25,21.8,3,939,71,159,2.51,1.93,0.89
584745C,231811,439019,1.7,3.1,18,54,0.32,500,100,3.19,1.18,0.787,1.01,8.84,15.9,109.6,72.3,33.2,46.2,28.5,172.1,23.5,0.8,5.3,0.9,12.3,111.1,192.8,35.5,319.3,17.5,0.9,42,5.3,2.6,8,0.5,2.7,0.1,21.3,1.2,11.9,3.7,0.25,0.3,0.1,2.7,0.8,0.25,8,4,1093,51,100,2.04,1.62,0.98
584746C,235259,440324,1.4,3.8,20.2,51,0.16,500,100,3.89,0.7,0.729,1.147,9.39,15.1,96.7,74.2,34.6,49.1,19.9,157,26.1,1.6,1.2,0.4,10.3,146.2,157.4,40.8,232.8,19.5,1.1,49.5,6.4,2.9,6.1,0.5,2.6,0.25,26.2,1.5,16.1,2.7,0.25,0.25,0.25,3,1.3,0.25,6.3,5,1159,58,117,6.41,1.4,0.64
584747C,230212,440399,0.3,1.8,13.6,47,0.13,500,53,3.69,1.65,1.15,1.517,11.73,17.8,141.7,51.1,89.7,34.2,48.9,104.1,19.4,1.1,17.2,0.8,35.3,130.7,73,34.7,514.3,15.6,0.9,36.1,3.6,2.7,10.8,0.5,1.1,0.6,29.1,1.9,10.1,2.3,0.1,0.4,0.25,1.8,0.5,0.25,29.4,2,748,46,90,5.5,5.49,2.78
584749C,214370,421363,1.3,2.3,14.5,52,0.51,221,100,2.93,1.26,0.896,0.429,7.02,12.6,90.7,69,25.1,27.7,30.2,143.5,18.4,0.9,10.5,0.8,37.5,102.8,112.9,37.1,445.8,16,1.1,47.2,5.5,2.2,11.3,0.5,2.5,0.25,24.6,0.4,10.4,7.7,0.1,0.6,0.25,2.7,0.5,0.25,14.3,3,745,49,97,4.88,1.57,1.68
584751C,210466,424103,1.6,4.3,12,53,0.27,252,100,1.64,6.67,1.312,0.224,8.62,18.8,143,70,23.4,32.2,76,146.2,15.9,0.6,1.6,0.7,31.5,62.3,308.9,34,445.4,15.4,0.8,36.4,5,1.6,10.5,1.2,2.1,0.3,21.5,0.3,8.6,2.2,0.25,0.3,0.25,2.9,0.2,0.4,8.7,3,398,41,81,5.81,15.08,3.19
584752C,212503,423654,1.5,2.9,16.8,50,0.22,500,100,3.45,0.9,0.803,1.659,9.1,13.7,109.8,57.4,51.5,34.7,18.1,192.1,20.2,1.6,14.7,1.1,33,118.8,131.3,33.9,413.5,15.8,1.4,46.4,3.4,1.9,10.3,0.6,2.6,0.5,28.2,1.5,11.2,3.3,0.25,1.1,0.25,2.5,1,0.25,12.9,4,1347,48,112,2.39,1.18,0.77
584753C,205464,425529,1.9,1.9,13.4,49,0.27,500,70,3.66,1.98,0.875,0.209,11.17,10.7,97.4,23,10.6,10.6,7.2,70.6,24.4,1,6.7,0.7,89.5,161,165.2,23.8,440.6,23.9,1.8,39.9,2.6,0.75,12,0.9,0.7,0.5,46.2,1.4,24,4.3,0.25,0.3,0.25,8,0.25,0.25,7.3,3,580,61,107,1.29,1.18,0.85
584754C,242441,433264,1.7,3.8,15,55,0.19,500,100,2.04,2,0.907,0.965,10.47,22.1,138.5,114.1,68.3,50.2,23,121.9,17.9,1.4,7.6,0.2,13.9,62.9,136.4,24.1,548.2,14.6,0.4,32.6,4,0.3,12.7,0.1,1,0.3,23.9,1.2,6.8,1.7,0.25,0.4,0.2,1.7,0.1,0.25,6.2,2,583,35,75,1.63,1.75,1.8
584755C,240956,440182,0.7,2.2,15.6,54,0.15,500,6,3.62,0.98,0.754,0.247,10.05,12.6,87.5,57.2,19.4,21.8,22.6,86.7,19,1.1,34.9,0.6,25.3,106.3,114.2,22.2,287.1,11.7,0.8,39.5,3.4,0.75,6.2,0.5,1.5,0.2,20.3,1.3,9.2,2.2,0.3,0.3,0.25,1.7,0.4,0.1,6.6,2,712,43,89,1.61,2.07,1.05
584756C,210526,428200,0.4,1.5,7.3,20,0.18,414,96,1.04,2.78,0.638,11.049,18.29,11.4,85.7,30.5,142.4,51.8,37.4,1103.1,7.6,0.25,24.3,2.3,106.5,48.4,174.8,25.9,187.5,10.2,7.9,51,1.5,0.75,4.1,0.5,0.3,1.6,32.1,2.1,6.1,6.8,0.25,3.9,0.25,2.6,1.5,0.25,53.3,4,2508,49,126,1.87,2.29,1.27
584757C,238557,439277,1,3.1,16.7,49,0.17,500,100,3.37,0.65,0.518,0.447,10.16,16.2,82.4,67.8,22.9,22.9,23.6,121.9,22.9,0.5,19.2,0.5,12.8,112.3,178,28.7,253.6,12.2,1,41,4.3,2.1,5.3,0.5,1.4,0.25,36.6,1.3,10.8,1.9,0.1,0.25,0.25,2.9,1,0.25,5.6,3,740,50,92,1.76,1.05,0.65
584758C,231187,438103,1.6,2.7,15.8,53,0.31,500,100,2.86,1.2,0.757,1.485,8.32,13.2,103.7,64.3,47.1,49.1,25.1,188.1,19.4,1,7.4,1,19.7,98.9,197.9,31.1,396.7,16.1,1,43.8,3.1,2.3,8.1,0.2,1.7,0.25,20.8,0.5,9.6,2.8,0.25,0.2,0.25,2.6,1,0.25,13.2,3,1062,50,99,8.69,1.39,0.8
584759C,237456,439426,1.1,3.4,18.8,56,0.11,500,100,3.59,0.42,0.475,0.115,8.11,15,89.7,65.6,16.9,19.6,13.3,99.1,23.9,1,14.4,0.3,8.4,123.7,176.4,30,259.7,12.8,0.5,42.4,5.6,1.9,6.2,0.5,1.5,0.4,16.6,0.5,10.5,2,0.25,0.25,0.25,2.4,0.6,0.25,2.8,3,744,51,96,1.07,0.7,0.6
584760C,231068,444035,2.3,1.3,5.8,27,0.48,19222.08,15400,1.02,1.22,0.475,0.097,6.11,7.7,45.9,32.7,26.7,26.6,81.9,143.2,5.9,0.3,23.5,4,263.8,37.5,122.6,27.5,402.9,7,3.4,27.8,3.8,1.8,9.7,0.5,1.7,1.4,140.2,0.4,5.1,3.9,0.1,0.9,0.5,7.2,2.4,0.1,74.5,1,264,20,38,5.26,1.55,0.89
584762C,234743,439946,1.3,3.5,14.1,51,0.18,71,100,2.51,1.7,0.765,0.35,10.42,16.1,109.8,72.7,21.1,29.8,25.3,105.6,19,0.8,28.2,0.3,18.4,86.1,171.2,27.7,345.6,12.6,1.9,38.2,5,1.5,7.4,0.9,2.1,0.25,18.8,0.8,9.6,3.5,0.25,0.1,0.25,1.8,0.5,0.25,6.7,2,764,44,85,5.8,2.84,2.45
584763C,204162,422659,1.6,2.3,10.3,36,0.13,101,150,1.96,3.27,0.853,2.027,14.92,11,106.4,39.4,29.9,21,9.4,149.3,16.2,0.8,5,1.2,121.3,64.7,222.6,22.7,219.8,16.6,2.1,38.9,1.5,0.75,5.7,2.1,0.8,1,99.4,1.7,14,8.2,0.3,1,0.25,3.2,0.6,0.25,23.8,2,607,52,124,1.58,1.37,1.5
584764C,234361,442065,1.7,3.7,17.2,45,0.2,500,100,3.4,1.14,0.908,0.364,11.82,17,91.2,75.6,20.3,44.4,16,131.1,23.5,0.8,4.7,0.5,11.5,127.2,143,38.9,336,23.1,0.9,53.6,5.3,1.8,8.9,0.3,2.9,0.1,18,0.6,12.1,3.8,0.25,0.25,0.25,3.1,1,0.25,6.5,4,1227,59,115,1.26,1.33,0.74
584765C,212974,423457,1.5,2.5,15.5,54,0.22,500,100,3.14,0.53,0.754,0.432,6.92,11.8,95.5,56.4,24.3,26.8,14.6,119.6,19.1,0.9,14.1,0.6,12.7,102.3,137,33.8,392.6,16.6,1.2,44,6.7,2.5,9.3,0.3,2.1,0.1,17.9,0.3,12.3,3.5,0.5,0.2,0.25,2.6,0.7,0.25,6.7,3,908,52,102,2.29,0.77,0.48
584766C,214864,421777,1.5,2.4,14.6,56,0.25,500,100,2.83,0.95,0.847,0.81,7.52,11.7,83.7,48.3,47.8,30.9,21.2,151.9,17.1,1,15.1,0.7,19.9,91.5,123.6,30.3,389.2,15.5,1.5,38,4.5,0.75,9.3,0.5,1.7,0.4,17.4,1.7,9.7,4.1,0.1,0.5,0.25,2.2,0.5,0.25,7.7,2,814,44,90,2.79,1.45,1.19
584767C,206960,427177,1.9,2.7,13,63,0.31,500,13,2.65,2.78,1.032,0.144,5.63,14.2,100.9,134.3,15.1,14.6,14.6,76.5,16.8,1,0.45,0.2,12.5,94.3,199.5,31,402.6,17.5,0.6,40.8,2.4,1.7,9.5,1.7,3.9,0.25,20.7,0.7,22.4,5.3,0.25,0.25,0.25,3.5,0.2,0.25,2.5,2,539,71,128,1.64,1.81,2.01
584768C,243004,433475,1.7,2.7,14.8,57,0.18,500,100,2.46,1.02,0.894,0.113,7.27,16.6,115.3,99.6,17.8,37.7,15.8,72.9,16.9,0.3,6.5,0.3,20.1,77.7,111.9,27.4,1064.5,16,0.5,35.5,1.9,2,25.2,0.5,1.7,0.3,13.8,0.9,10.3,2.5,0.25,0.25,0.25,1.8,0.4,0.2,4.2,1,565,42,80,2.23,1.35,1.46
584769C,233675,439920,1.5,3.2,14.4,50,0.22,67,100,2.54,1.65,0.66,3.751,10.71,14.3,90.6,63,62.9,40.2,26.6,210.9,18.3,1.3,18.4,0.5,28.8,85.4,188.8,30,269.9,13.1,2.4,40.6,3.2,0.2,5.3,0.5,0.9,0.25,28.3,1,9.9,3.1,0.25,0.2,0.25,3.7,1.3,0.25,15.4,3,1133,49,100,2.59,2.63,1.21
584772C,210418,423852,1.5,3.1,12.7,55,0.33,26,100,1.75,3.06,1.71,0.689,8.74,17.7,136.4,76.2,26.3,30.5,40.1,140.4,15.8,0.9,5.6,0.8,30.5,62.1,243.7,37.4,582.6,19.3,1.4,39.9,3.8,3.2,14.3,0.8,2.6,0.25,23.1,1,11.9,2.6,0.25,0.1,0.25,2.5,0.5,0.1,10.8,2,510,50,94,2.23,3.17,2.36
584773C,209487,427657,0.3,1.1,7.6,16,0.12,242,145,0.86,1.66,0.411,10.262,22.42,8.1,58.6,26.9,69,33.1,19.7,821.6,9.4,0.6,24.2,2.5,140,31.5,157.7,16.9,163.1,7,5.5,44.2,1.5,0.75,4.3,0.5,0.3,2.2,43.8,2.2,7.4,8.2,0.25,4.4,0.4,2.8,1.6,0.25,71.3,2,1286,44,150,1.67,1.46,0.69
584775C,214584,423840,1.5,3,14.9,56,0.23,4,100,2.69,1.44,0.975,0.498,8.36,13.7,107.6,58,50.6,27.6,21.4,142.9,18.9,0.1,16.6,0.6,28.2,89.7,139.8,32.2,434.3,15.7,0.9,42.7,5.1,1.8,10.9,0.8,2.1,0.25,15.3,1.1,9.7,2.9,0.3,0.3,0.1,2,0.6,0.25,15.6,3,746,43,90,3.61,3.38,1.95
584777C,224048,424807,1.3,1.5,10.1,68,0.25,500,100,1.81,0.87,0.87,0.416,4.95,7.1,47.9,34.9,23.7,18.2,14.1,75.4,9.9,0.9,8.9,0.9,16,54.6,128.2,29.4,1217.8,14.5,0.7,37,3.4,3.8,29.8,0.6,2.3,0.25,15.5,1.2,9.5,3.6,0.25,0.25,0.25,1.6,0.3,0.3,8.8,1,356,43,80,1.45,0.6,0.43
584779C,210445,424752,1.6,2.7,13.3,57,0.23,500,100,2,2.42,1.362,0.551,8.78,15.3,110.9,72.8,26.2,29.3,38.4,142.6,16,1.4,5.6,0.6,36.1,90.8,206.1,40.9,468,19.5,1.5,50.9,6.8,3,10.4,0.9,2.1,0.7,29.3,0.9,15.3,4.7,0.25,0.4,0.25,2.5,0.1,0.25,11.7,5,514,64,122,22.34,2.04,1.71
584780C,235704,435996,1.3,3.5,17.4,56,0.15,500,100,3.25,0.95,0.72,0.473,7.92,15.2,89.9,63.7,27.3,26.5,20.1,124.3,21.6,0.8,10,0.4,7.9,110.2,228.4,29.4,430.8,14.6,0.9,41.6,3.3,2.6,9.4,0.3,2.2,0.25,15.4,0.8,11,2.9,0.25,0.25,0.25,2.4,0.8,0.25,5.3,3,844,50,94,1.76,0.86,0.8
584781C,209392,423483,1.2,2.9,14.2,45,0.26,4,100,2.82,1.27,0.794,0.82,9.62,15.2,102.5,65.5,34.4,30.4,30.3,146.1,18.1,0.5,25.2,0.9,19.3,98,168.8,33.6,344.3,16,2.3,44.2,6.1,1,8.8,0.5,2.2,0.1,24.2,1.2,11.5,4,0.3,0.4,0.25,2.5,0.4,0.1,8.8,3,944,54,107,3.69,1.72,1.01
584783C,206757,426973,1.5,1.9,12.9,54,0.31,422,100,3.41,1.57,0.777,0.346,6.08,10,68.1,40.2,17.4,11.6,15.1,83.7,20.5,0.25,0.45,0.6,26.8,136.1,172.8,31.1,496.8,20.5,2.3,45.9,8.6,2,13.5,0.7,2.4,0.7,27.4,0.6,27.8,16.1,0.25,0.1,0.25,8.8,0.2,0.25,5.5,3,591,84,153,1.44,0.58,0.57
584784C,237699,439440,1.1,2.6,13.6,48,0.17,78,9,2.54,1.08,0.654,0.109,10.33,13.7,85.8,66.7,13.6,19.2,13.9,86.8,18.2,0.4,50.2,0.4,32.1,84.3,171.9,24.2,343.5,11.6,0.8,31.8,2.9,1.4,7.7,0.7,1.9,0.25,19,0.6,9.5,1.8,0.1,0.25,0.25,1.7,0.7,0.1,8.3,2,540,42,77,48.29,1.39,0.89
584785C,231422,444057,0.4,1.3,8.5,25,0.22,75,101,1.52,2.7,0.864,10.572,17.92,14,130.3,18.7,346.4,141,43.9,940,8.4,0.9,84.1,2,104.4,47.9,192.1,30,289.6,7.9,2.4,37.4,1.5,1.5,6.4,0.5,0.3,0.8,94.5,2.1,4.4,2.2,0.25,4.3,0.25,7.1,2.4,0.25,50.1,3,3376,24,66,3.58,3.32,4.22
584786C,231792,444369,0.2,1,9,33,0.35,387,138,2.48,0.52,0.613,3.776,13.72,9.7,66,63.1,140.9,44.6,29.2,1445.1,11.8,0.4,31,1.7,141.1,90.3,79.4,23.9,520.6,10.1,2.8,30.3,1.5,1.3,12.1,0.5,0.3,1.4,120.9,1,7.6,1.1,0.25,0.2,0.25,42.7,9.5,0.25,36.6,3,1033,30,69,7.04,0.8,0.69
584787C,208900,428708,0.3,0.9,5.5,13,0.14,8833,165,0.73,1.09,0.431,0.853,29.49,7.4,88.1,15.9,76.2,12.3,7.7,126.5,12.1,0.25,10.7,4.2,93.3,33.8,95.6,15.8,292.3,6.8,2.8,52.9,1.5,0.75,7.5,0.5,0.3,1.5,33.1,1.2,20.8,1.7,0.25,0.6,0.25,4.6,0.5,0.2,34.5,0.5,280,68,204,1.19,0.25,0.23
584788C,238655,440074,1,3.3,16.6,50,0.2,500,100,3.59,0.75,0.686,1.257,7.63,13.1,79.8,65.7,29.5,44.7,23.7,170.3,20.3,1.2,11.6,1.1,25,114.4,180.7,26.2,317,13.9,0.8,43.7,4.4,0.6,7.1,0.5,1.1,0.2,25.7,0.9,11.9,3.2,0.1,0.5,0.2,2.6,0.6,0.25,15.5,3,725,50,94,3.39,1.66,0.86
584789C,205378,424044,0.9,1.3,9.4,27,0.11,2212,173,2.42,0.93,0.449,0.928,21.83,7.2,62.1,8.5,18.1,8.4,8.9,116.7,16.3,0.25,16.9,1.4,104.2,86.9,99.4,14,161.9,14.1,15.3,45,1.5,0.75,5.6,0.5,0.3,0.9,67.2,1.3,24.2,6.5,0.25,0.1,0.25,1.5,0.9,0.25,12.3,2,443,71,139,2.89,0.25,0.1
584790C,231759,439126,1.5,2.5,12.9,53,0.23,500,14,2.13,1.36,0.796,1.078,9.18,13.2,95.3,58.6,61.8,36.5,18.2,146.5,15.1,0.4,15.1,0.6,19.5,70.2,169.4,29.1,409.3,14.1,1.6,36.5,6.2,0.5,9.2,0.7,1.2,0.25,20.6,1.3,9.7,3.4,0.25,0.3,0.3,1.2,0.2,0.25,9.8,2,693,43,92,1.71,1.59,0.89
584791C,231433,437638,1.3,2.4,12.5,46,0.4,43,1,2.35,1.5,0.677,2.966,10.27,12,94,59.5,89.1,72.5,32.5,266.3,17,1.3,17.8,2.2,28.7,81.3,183.3,40.5,460.4,13.7,2.1,55.7,0.8,2,9.8,0.4,1.9,0.25,24.2,1.5,9.1,3.6,0.25,3.4,0.1,2.6,0.6,0.25,32.2,3,1126,71,102,2.63,1.42,0.81
584792C,231570,437731,1.6,3,15.4,57,0.27,500,100,2.8,1.13,0.721,1.289,7.98,15.2,95.3,58,41.6,45.3,30.3,180.5,17.8,0.8,12.1,0.8,18.1,95.8,186,33.9,425.7,15.3,1.1,47.4,4.9,3.1,9.2,0.5,1.8,0.1,21.3,1.1,10.7,3.6,0.3,0.6,0.2,3.9,0.7,0.25,10.4,2,999,53,100,3.29,1.45,0.77
584793C,244251,432666,1.3,1.8,20.1,47,0.24,500,85,3.46,0.33,0.81,1.49,11.35,16.9,103.1,97,123.7,77.9,39.6,174.2,25.6,1.3,39.1,0.5,15.5,122.1,168.2,30.6,325.9,23.1,0.9,43.6,3.7,0.2,7.5,0.9,2.4,0.7,31.9,1.7,14.2,2.9,0.1,0.6,0.1,2.5,0.8,0.3,11.3,3,779,64,119,7.52,1.3,0.99
584795C,236828,436309,1.5,3,16.4,59,0.18,500,100,2.96,0.75,0.607,0.492,8.53,13,77.9,57.7,29.2,22.5,17.7,116.7,18.5,1.3,17.9,0.4,11.2,101.1,208.3,28.9,293.1,12.7,0.7,37.2,4.9,0.9,7.1,0.6,2.1,0.4,16.2,0.8,9.1,2.7,0.3,0.2,0.25,2.1,0.5,0.25,6.8,3,625,48,90,2.59,0.82,0.52
584797C,203279,423935,1.6,0.5,9.4,37,0.11,1270,388,1.8,0.96,0.405,0.081,8.58,4.8,52.7,22,2.3,5.5,3.1,28.9,16.1,0.1,2,2,193.5,62,160.7,13.5,278.7,10.5,1.8,39.3,2.6,0.75,6.8,0.7,0.4,0.6,37.2,0.1,16.9,5.3,0.25,0.25,0.25,3.5,0.2,0.25,18.2,3,433,59,109,1.17,0.25,0.1
584798C,233219,440727,1.1,3.1,15,45,0.27,500,100,3.05,1.26,0.709,0.694,12.62,15.2,104.1,69.7,29.1,35.8,30.6,128.3,21.8,1.2,71,0.3,20.7,106.8,154.8,36.8,290.3,15,3.7,53.7,4.2,0.7,6.3,0.5,2.1,0.3,21.3,0.6,12.1,3.9,0.2,0.25,0.3,2.5,1.4,0.1,8.6,2,952,56,115,3.54,2.01,1.46
584800C,203128,421331,1,4.8,11.3,31,0.34,500,306,0.92,4.02,2.756,1.67,18.35,32.2,290.5,96.3,53.7,48.6,67.4,162.5,21.1,1.7,4.7,1.7,102.6,39.2,136.6,40.5,282.5,18.5,3.2,38.3,1.5,0.75,6.3,0.1,0.5,0.9,83.3,2.2,8.1,4.2,0.25,0.4,0.25,2.7,0.4,0.2,18.7,3,236,42,100,1.07,0.25,0.19
584802C,243535,455455,1.2,2,12.5,52,0.33,129,20,2.49,1.06,0.882,0.792,7.97,13.3,90.7,56.9,33.4,31.8,31.9,132.7,15.6,0.3,5.6,1.3,38.6,85.4,101.6,33.8,495.3,15.8,1.2,43.8,6.6,2.1,11.6,0.5,2.1,0.5,24.6,0.9,10.3,4,0.25,0.6,0.25,1.9,0.6,0.25,26,2,779,46,92,1.9,1.62,0.79
584803C,243876,454560,1.5,1.6,11,61,0.36,166,27,1.7,1.42,0.949,0.49,5.91,7.5,81.7,61.5,26.9,27.8,30.7,112.9,12,1.1,8.6,0.8,25,53.8,120,28.7,854.2,13.5,0.9,36,4.4,2,19.6,0.5,1.7,0.25,20,1,8.7,3.5,0.25,0.2,0.25,2.3,0.8,0.25,37.1,2,466,35,72,2.94,1.7,1.88
584804C,200050,415714,1.2,2.4,14.4,43,0.26,500,19,3.52,1.29,1.149,0.123,15.1,16.6,159,89.5,14.3,31.3,10.7,69.7,18.2,0.6,3.4,0.4,33.9,121.1,160.4,47.7,219.3,19,1.2,86.5,9.6,0.75,4,0.9,0.4,0.1,15.6,0.5,16.4,7.6,0.25,0.25,0.25,1.7,0.25,0.25,5.5,5,479,113,202,0.5,0.25,0.05
584805C,219120,431868,1.6,1.7,16.6,51,0.36,26,100,3.52,0.88,0.737,0.417,8.12,12.1,86.1,56,30.2,22.9,18.6,162,19.4,1.4,27.5,1,30.8,117.9,125.3,34.2,504.7,16,1.6,48.7,3.7,1,11.5,0.8,2.8,0.3,37.7,0.6,13.9,4.2,0.25,0.2,0.25,3.4,1.2,0.1,17.1,4,1145,59,117,3.76,0.63,0.43
584806C,216457,434011,0.4,0.9,6.5,74,0.2,4,100,1.95,0.38,0.477,0.051,2.41,2.5,33.5,157.1,5.3,8.5,11,30.1,6.5,0.4,0.4,0.3,12.4,61.8,35.6,16.6,801.7,8.6,0.8,13.7,2.4,3.1,18,0.5,3.7,0.3,10.1,1,4.6,1.9,0.25,0.25,0.25,4.2,0.4,0.3,2,1,268,16,32,1.07,0.25,0.17
584807C,232770,407966,1.2,1.4,12.1,53,0.51,194,100,2.01,1.48,0.857,0.984,8.75,9,62.2,64,38.5,43.8,28.7,183.6,14.8,1.4,21.9,0.8,16.4,66.6,199.7,34.5,939.6,17.3,1.3,49.8,5.3,3.3,22,1.1,2.6,0.25,28.5,1.1,10.3,4.2,0.25,0.3,0.25,3.4,0.3,0.25,12.1,2,554,58,97,2.34,0.71,0.52
584808C,215279,436351,0.7,1.5,8.2,59,0.28,500,74,2.12,1.1,0.781,0.825,7.78,6.8,76.7,33,44.9,19.2,15.2,91.3,8.8,0.1,8.6,0.5,38.6,66.4,77,27.5,1273.8,10.9,1.5,29.4,4.4,1.1,30.3,0.9,2.4,0.25,17.3,1.6,7.7,5.8,0.25,0.6,0.25,1.8,0.2,0.1,24.4,2,635,31,59,2.49,1.2,0.82
